time,frequency,confidence
0.000,1036.781,0.050343
0.010,1041.661,0.051105
0.020,32.282,0.079192
0.030,32.005,0.177818
0.040,32.080,0.046561
0.050,634.940,0.043286
0.060,643.730,0.100447
0.070,32.396,0.091988
0.080,36.194,0.288789
0.090,32.405,0.062573
0.100,32.241,0.052538
0.110,35.673,0.050366
0.120,81.577,0.068062
0.130,81.665,0.081491
0.140,82.825,0.051621
0.150,633.586,0.086537
0.160,641.806,0.079066
0.170,647.588,0.106091
0.180,650.327,0.105812
0.190,596.830,0.082653
0.200,660.388,0.085074
0.210,656.392,0.039394
0.220,643.368,0.113820
0.230,643.868,0.090791
0.240,650.747,0.097107
0.250,163.388,0.068153
0.260,176.589,0.077638
0.270,176.441,0.043435
0.280,1240.037,0.019269
0.290,1323.472,0.031633
0.300,965.925,0.028390
0.310,80.210,0.099467
0.320,202.759,0.038891
0.330,97.243,0.094517
0.340,191.811,0.214712
0.350,192.128,0.101294
0.360,398.814,0.050857
0.370,636.641,0.075884
0.380,634.798,0.086756
0.390,83.888,0.074685
0.400,596.940,0.068436
0.410,245.027,0.076960
0.420,243.997,0.072658
0.430,129.757,0.006507
0.440,32.161,0.123018
0.450,32.167,0.016419
0.460,635.261,0.045684
0.470,634.579,0.107790
0.480,645.371,0.116949
0.490,657.885,0.134223
0.500,591.168,0.043672
0.510,596.078,0.041301
0.520,398.273,0.036519
0.530,97.224,0.063081
0.540,98.687,0.066894
0.550,98.651,0.120196
0.560,99.568,0.008204
0.570,636.461,0.022506
0.580,634.925,0.032420
0.590,634.747,0.110880
0.600,656.426,0.085093
0.610,647.386,0.164048
0.620,591.571,0.081747
0.630,646.315,0.102099
0.640,652.593,0.079898
0.650,244.357,0.077409
0.660,952.277,0.037536
0.670,661.719,0.043239
0.680,651.116,0.093548
0.690,652.115,0.084612
0.700,661.775,0.031489
0.710,723.257,0.351202
0.720,737.596,0.739823
0.730,741.202,0.883155
0.740,741.699,0.917881
0.750,741.116,0.923920
0.760,740.732,0.924420
0.770,741.042,0.925226
0.780,741.374,0.924455
0.790,741.702,0.919649
0.800,741.953,0.921497
0.810,742.763,0.922763
0.820,743.582,0.920247
0.830,744.659,0.911354
0.840,745.855,0.894226
0.850,746.880,0.879326
0.860,746.809,0.882073
0.870,745.992,0.894101
0.880,744.108,0.914436
0.890,742.207,0.918500
0.900,741.058,0.911001
0.910,740.878,0.909789
0.920,741.936,0.914142
0.930,743.147,0.905775
0.940,744.753,0.882571
0.950,746.404,0.844941
0.960,748.091,0.806431
0.970,749.159,0.796344
0.980,749.653,0.791822
0.990,749.186,0.796329
1.000,749.244,0.825381
1.010,748.484,0.818664
1.020,496.701,0.748592
1.030,496.845,0.913390
1.040,497.160,0.929451
1.050,497.050,0.945053
1.060,496.869,0.959083
1.070,496.552,0.969955
1.080,496.208,0.974495
1.090,496.171,0.974801
1.100,496.453,0.975084
1.110,496.460,0.973432
1.120,496.172,0.973299
1.130,495.916,0.973923
1.140,495.930,0.972571
1.150,496.082,0.970417
1.160,496.058,0.970655
1.170,495.637,0.974168
1.180,495.014,0.978620
1.190,494.726,0.978859
1.200,495.039,0.977882
1.210,495.318,0.977111
1.220,495.259,0.973954
1.230,494.705,0.968572
1.240,495.594,0.937169
1.250,496.483,0.697755
1.260,585.117,0.714081
1.270,587.999,0.966445
1.280,589.619,0.982871
1.290,590.353,0.982336
1.300,590.568,0.983921
1.310,590.460,0.985019
1.320,590.283,0.985596
1.330,590.372,0.985580
1.340,590.780,0.983088
1.350,591.280,0.980189
1.360,591.557,0.978087
1.370,591.756,0.976049
1.380,591.980,0.975992
1.390,591.839,0.977923
1.400,591.537,0.980428
1.410,591.546,0.977765
1.420,591.277,0.975414
1.430,591.470,0.967936
1.440,591.878,0.959302
1.450,592.380,0.954429
1.460,592.562,0.959429
1.470,592.452,0.953850
1.480,592.353,0.853695
1.490,592.471,0.550271
1.500,592.078,0.290647
1.510,748.821,0.343230
1.520,746.808,0.592196
1.530,746.265,0.776584
1.540,746.121,0.847338
1.550,746.209,0.866872
1.560,745.806,0.869564
1.570,744.841,0.871235
1.580,744.968,0.869616
1.590,744.597,0.880202
1.600,744.775,0.886889
1.610,744.321,0.900805
1.620,744.643,0.901478
1.630,744.874,0.899588
1.640,745.620,0.890962
1.650,746.674,0.883083
1.660,749.482,0.863225
1.670,751.772,0.738726
1.680,741.992,0.195889
1.690,972.538,0.633325
1.700,975.881,0.767461
1.710,978.104,0.805533
1.720,978.117,0.778769
1.730,979.427,0.845873
1.740,981.282,0.845334
1.750,982.263,0.868552
1.760,982.779,0.895264
1.770,982.626,0.894015
1.780,981.415,0.902263
1.790,981.497,0.920822
1.800,982.118,0.925975
1.810,983.476,0.930466
1.820,986.192,0.949853
1.830,986.912,0.944909
1.840,985.954,0.925575
1.850,983.923,0.927805
1.860,983.686,0.928573
1.870,981.503,0.935416
1.880,978.367,0.943413
1.890,976.918,0.930388
1.900,975.070,0.864612
1.910,971.885,0.329485
1.920,781.559,0.890980
1.930,781.160,0.939851
1.940,780.689,0.948896
1.950,780.441,0.952787
1.960,780.637,0.950240
1.970,781.354,0.941807
1.980,782.143,0.953308
1.990,783.212,0.959088
2.000,784.799,0.959216
2.010,786.025,0.956236
2.020,786.294,0.946346
2.030,785.866,0.945778
2.040,784.971,0.946264
2.050,783.849,0.947676
2.060,783.000,0.946183
2.070,782.406,0.947020
2.080,781.904,0.947183
2.090,781.018,0.930707
2.100,780.322,0.908971
2.110,780.201,0.804928
2.120,664.868,0.571071
2.130,664.216,0.774768
2.140,665.105,0.679481
2.150,664.352,0.675058
2.160,664.300,0.709899
2.170,663.983,0.795733
2.180,663.885,0.854753
2.190,663.253,0.902967
2.200,663.024,0.919858
2.210,662.424,0.910560
2.220,662.113,0.927411
2.230,661.966,0.934877
2.240,661.849,0.937444
2.250,662.588,0.936469
2.260,662.969,0.938573
2.270,662.757,0.941469
2.280,662.292,0.943953
2.290,661.750,0.935208
2.300,662.113,0.900690
2.310,661.700,0.863766
2.320,661.292,0.865623
2.330,661.833,0.858987
2.340,554.175,0.563386
2.350,557.726,0.845320
2.360,559.287,0.877679
2.370,560.163,0.868022
2.380,560.841,0.874008
2.390,560.884,0.882388
2.400,560.853,0.878847
2.410,560.454,0.880072
2.420,559.911,0.892165
2.430,559.331,0.900880
2.440,558.741,0.910744
2.450,558.562,0.914426
2.460,558.800,0.912378
2.470,559.041,0.906670
2.480,559.465,0.902162
2.490,559.578,0.897336
2.500,558.397,0.895916
2.510,556.936,0.797894
2.520,552.527,0.559942
2.530,660.672,0.877992
2.540,661.384,0.908128
2.550,660.591,0.890110
2.560,660.778,0.902125
2.570,661.779,0.913645
2.580,663.199,0.916369
2.590,664.240,0.884375
2.600,664.721,0.837180
2.610,665.707,0.773472
2.620,666.096,0.666085
2.630,666.039,0.637789
2.640,666.462,0.641052
2.650,666.579,0.715660
2.660,667.096,0.812162
2.670,666.885,0.877124
2.680,666.320,0.898577
2.690,664.700,0.934350
2.700,662.466,0.947549
2.710,660.661,0.951308
2.720,659.882,0.953368
2.730,660.729,0.946657
2.740,662.564,0.908902
2.750,662.182,0.820952
2.760,663.889,0.710136
2.770,665.995,0.244370
2.780,466.312,0.419020
2.790,928.140,0.488485
2.800,466.036,0.479471
2.810,466.073,0.528118
2.820,466.902,0.744501
2.830,467.605,0.893673
2.840,468.816,0.941892
2.850,470.224,0.944799
2.860,471.485,0.917333
2.870,471.119,0.927164
2.880,469.695,0.954758
2.890,468.203,0.966664
2.900,467.495,0.962520
2.910,467.344,0.957698
2.920,467.588,0.957955
2.930,468.225,0.961358
2.940,469.176,0.959647
2.950,470.539,0.944033
2.960,472.067,0.927193
2.970,473.032,0.945340
2.980,473.374,0.949071
2.990,473.794,0.943294
3.000,473.840,0.934808
3.010,473.755,0.927232
3.020,473.561,0.908291
3.030,472.699,0.864839
3.040,472.406,0.867195
3.050,472.042,0.884847
3.060,471.864,0.920525
3.070,471.713,0.914402
3.080,470.710,0.864317
3.090,470.132,0.782870
3.100,470.291,0.624066
3.110,469.418,0.326465
3.120,778.403,0.811112
3.130,780.236,0.935810
3.140,780.532,0.953200
3.150,781.047,0.952932
3.160,781.336,0.948955
3.170,781.860,0.948235
3.180,782.388,0.952288
3.190,782.628,0.952903
3.200,782.831,0.954128
3.210,783.342,0.955074
3.220,783.553,0.956577
3.230,783.639,0.957804
3.240,783.797,0.958049
3.250,783.744,0.955620
3.260,783.071,0.949985
3.270,782.154,0.943798
3.280,781.537,0.936025
3.290,781.824,0.933830
3.300,782.138,0.928376
3.310,779.182,0.813466
3.320,771.948,0.673009
3.330,770.645,0.629484
3.340,770.497,0.684390
3.350,771.815,0.718256
3.360,772.145,0.757474
3.370,770.988,0.725032
3.380,767.109,0.699103
3.390,760.135,0.805817
3.400,754.344,0.875444
3.410,752.052,0.887537
3.420,752.698,0.913865
3.430,750.852,0.902896
3.440,748.999,0.883171
3.450,750.573,0.914131
3.460,748.733,0.905445
3.470,747.296,0.880457
3.480,749.003,0.877652
3.490,746.820,0.779881
3.500,734.942,0.446328
3.510,662.605,0.886405
3.520,662.505,0.945323
3.530,662.064,0.955578
3.540,662.017,0.958161
3.550,661.650,0.962591
3.560,661.508,0.963175
3.570,661.806,0.964646
3.580,662.060,0.967748
3.590,661.599,0.969354
3.600,661.414,0.969610
3.610,661.681,0.969433
3.620,661.915,0.970260
3.630,661.732,0.971313
3.640,661.915,0.970342
3.650,662.278,0.968291
3.660,661.961,0.970005
3.670,661.472,0.971431
3.680,661.266,0.970125
3.690,661.510,0.968756
3.700,662.012,0.963878
3.710,662.276,0.937095
3.720,660.806,0.883529
3.730,658.779,0.738336
3.740,594.161,0.758968
3.750,594.483,0.892745
3.760,594.920,0.922872
3.770,595.063,0.928647
3.780,595.286,0.935482
3.790,594.925,0.924583
3.800,594.660,0.924243
3.810,594.489,0.924650
3.820,594.244,0.923877
3.830,594.370,0.920720
3.840,594.428,0.922479
3.850,594.433,0.924845
3.860,594.636,0.925398
3.870,594.978,0.921325
3.880,594.854,0.918257
3.890,594.052,0.914942
3.900,593.073,0.938761
3.910,591.206,0.975271
3.920,589.772,0.979736
3.930,589.559,0.956978
3.940,591.000,0.725004
3.950,497.027,0.774485
3.960,497.149,0.844124
3.970,497.635,0.899457
3.980,497.057,0.922281
3.990,496.468,0.940263
4.000,496.238,0.949540
4.010,496.216,0.950388
4.020,496.628,0.943330
4.030,496.902,0.941781
4.040,497.114,0.950384
4.050,496.950,0.955063
4.060,496.924,0.956896
4.070,496.815,0.956429
4.080,496.416,0.954872
4.090,496.107,0.943877
4.100,496.555,0.911941
4.110,497.175,0.805555
4.120,496.355,0.660090
4.130,494.862,0.643475
4.140,494.298,0.708255
4.150,494.244,0.508228
4.160,493.715,0.418656
4.170,492.753,0.382474
4.180,493.113,0.455800
4.190,493.401,0.515701
4.200,494.550,0.451870
4.210,372.969,0.298667
4.220,374.289,0.527800
4.230,374.766,0.668085
4.240,374.371,0.692112
4.250,374.047,0.682258
4.260,373.902,0.649443
4.270,373.013,0.671616
4.280,372.593,0.592624
4.290,372.333,0.498233
4.300,372.539,0.350780
4.310,372.495,0.395183
4.320,372.298,0.641684
4.330,371.972,0.566042
4.340,370.675,0.297980
