time,frequency,confidence
0.000,558.220,0.155194
0.010,32.236,0.094263
0.020,46.488,0.035984
0.030,52.409,0.032834
0.040,52.184,0.216800
0.050,51.805,0.390256
0.060,153.370,0.059228
0.070,149.125,0.128640
0.080,150.462,0.090034
0.090,152.562,0.086955
0.100,153.476,0.024970
0.110,51.154,0.054798
0.120,55.446,0.053734
0.130,152.131,0.244088
0.140,152.171,0.290457
0.150,152.096,0.362763
0.160,154.172,0.105239
0.170,284.467,0.037143
0.180,142.660,0.042789
0.190,147.711,0.176351
0.200,151.207,0.239997
0.210,151.853,0.262126
0.220,154.522,0.053093
0.230,32.087,0.070828
0.240,32.135,0.022546
0.250,143.243,0.031474
0.260,143.796,0.121056
0.270,48.383,0.552537
0.280,48.619,0.369223
0.290,43.732,0.080829
0.300,173.003,0.081076
0.310,49.772,0.031632
0.320,51.597,0.099453
0.330,129.569,0.292434
0.340,128.322,0.077948
0.350,794.600,0.045605
0.360,802.135,0.582698
0.370,804.314,0.801678
0.380,809.090,0.847870
0.390,807.803,0.862171
0.400,805.974,0.866865
0.410,800.670,0.858206
0.420,795.684,0.855886
0.430,789.952,0.884882
0.440,786.681,0.915271
0.450,786.155,0.923079
0.460,788.569,0.909115
0.470,790.963,0.886930
0.480,798.685,0.806098
0.490,803.934,0.844259
0.500,807.798,0.881053
0.510,805.696,0.873563
0.520,802.393,0.876049
0.530,798.984,0.846076
0.540,795.133,0.827997
0.550,791.434,0.866665
0.560,791.816,0.867592
0.570,791.970,0.873420
0.580,793.958,0.868112
0.590,794.456,0.854472
0.600,794.606,0.676571
0.610,958.634,0.601190
0.620,956.317,0.904788
0.630,954.231,0.927747
0.640,952.838,0.910606
0.650,950.904,0.904934
0.660,949.353,0.917107
0.670,948.941,0.920543
0.680,948.754,0.917559
0.690,949.217,0.907818
0.700,949.479,0.898333
0.710,950.084,0.887712
0.720,949.904,0.880259
0.730,950.815,0.880311
0.740,951.444,0.877203
0.750,951.642,0.838679
0.760,948.669,0.732864
0.770,946.962,0.254047
0.780,788.016,0.081937
0.790,786.728,0.543121
0.800,788.135,0.839968
0.810,788.165,0.908260
0.820,787.806,0.919407
0.830,787.643,0.921677
0.840,788.533,0.907457
0.850,788.652,0.908746
0.860,789.289,0.896734
0.870,789.059,0.907820
0.880,789.826,0.898284
0.890,790.238,0.896830
0.900,790.738,0.896467
0.910,790.300,0.902554
0.920,790.728,0.906581
0.930,790.277,0.879656
0.940,791.771,0.656688
0.950,594.721,0.685719
0.960,599.595,0.821558
0.970,601.631,0.926872
0.980,601.698,0.925373
0.990,599.703,0.903462
1.000,598.309,0.924434
1.010,598.705,0.895067
1.020,600.065,0.841141
1.030,598.683,0.830151
1.040,597.053,0.908953
1.050,596.606,0.889382
1.060,594.117,0.797850
1.070,590.865,0.693124
1.080,591.066,0.416503
1.090,592.904,0.297582
1.100,793.446,0.471406
1.110,791.943,0.777156
1.120,791.556,0.872967
1.130,792.455,0.887559
1.140,791.805,0.882743
1.150,791.434,0.881120
1.160,792.412,0.863090
1.170,792.501,0.831234
1.180,792.092,0.796084
1.190,791.931,0.680221
1.200,792.848,0.460153
1.210,590.821,0.313361
1.220,591.695,0.664883
1.230,597.363,0.737488
1.240,601.172,0.883910
1.250,602.422,0.929072
1.260,602.928,0.931035
1.270,602.836,0.911117
1.280,603.853,0.913888
1.290,603.803,0.877224
1.300,600.255,0.837535
1.310,596.606,0.857765
1.320,595.883,0.768448
1.330,594.787,0.721319
1.340,593.812,0.559477
1.350,590.010,0.209360
1.360,475.828,0.654530
1.370,475.062,0.830951
1.380,473.986,0.919401
1.390,474.028,0.926375
1.400,473.768,0.910310
1.410,474.352,0.914460
1.420,474.520,0.915715
1.430,474.718,0.927518
1.440,474.027,0.926779
1.450,474.927,0.899751
1.460,475.828,0.848392
1.470,476.868,0.662669
1.480,590.692,0.442668
1.490,597.067,0.721844
1.500,599.763,0.830040
1.510,601.412,0.910461
1.520,602.639,0.910488
1.530,602.803,0.905154
1.540,602.419,0.911803
1.550,599.825,0.882320
1.560,598.383,0.894541
1.570,596.455,0.865030
1.580,595.955,0.811580
1.590,595.442,0.657462
1.600,598.371,0.145104
1.610,472.043,0.649397
1.620,473.313,0.902304
1.630,473.815,0.919738
1.640,473.494,0.921080
1.650,473.784,0.908611
1.660,473.564,0.904914
1.670,474.521,0.909360
1.680,473.970,0.900356
1.690,474.244,0.905876
1.700,474.694,0.834278
1.710,477.178,0.670510
1.720,395.551,0.408564
1.730,398.083,0.785838
1.740,399.392,0.883613
1.750,401.085,0.931008
1.760,401.656,0.938774
1.770,402.577,0.949543
1.780,402.850,0.940241
1.790,402.842,0.925525
1.800,401.954,0.906761
1.810,400.807,0.838232
1.820,398.096,0.716888
1.830,397.643,0.634443
1.840,397.331,0.594377
1.850,397.252,0.301383
1.860,477.078,0.637272
1.870,476.387,0.819432
1.880,476.112,0.865627
1.890,476.149,0.845274
1.900,475.007,0.818773
1.910,474.981,0.742937
1.920,476.019,0.667418
1.930,477.541,0.655761
1.940,476.510,0.778007
1.950,474.480,0.542212
1.960,394.134,0.630467
1.970,396.788,0.790619
1.980,397.385,0.893286
1.990,398.517,0.923269
2.000,397.701,0.945567
2.010,397.686,0.954698
2.020,397.872,0.955348
2.030,397.883,0.941960
2.040,397.569,0.876145
2.050,395.117,0.805025
2.060,393.866,0.495794
